Date,Time,Sqn,TOTAL ABORT?,Target Location,Target Description,Target Type,"Raid=1, Alert=0",Summary Rec (T/F) or Comments,COM-PLETE,Bomb Wgt (LB),A/C Launched,ABORT WX,ABORT MECH,ABORT OTHR,DIVERT WX,DIVRT MECH,DIV DISOR,BOMB-ING,Miss- ing,FL-NO DAMAGE,FL-DAMAGE,Alt. (Feet),Rec #,Air Fight ?,A/C Type,T.O. Time,RTB Time,Bombing Time or Midpoint,Dura- tion (Hrs),Base,Distance From Base (Km),Killed,Woun-ded,Damage (Marks),Damage (Francs),# Bombs,Time Lost (Hours),Other Cost (Marks),Other Cost (Francs),Alternate Location Name,Raid or Alert Length (Hrs),"Page #, Maurer Maurer, v.IV, or other Reference",Comments,Chrono- logical Order
29Mar18,Night,GB1,,"St. Quentin, Nesles, Guiscard, Roye",RR stns & camps,T,,TRUE,TRUE,7128,17,,1,,,,,16,0,1,2,,,No,Voisin10,23:00,4:00,1:30,5.00,Passy en Vallois,75,,,,,,,,,,,GB1 War Diary 0183,"Mission 2300-0400. Voisin-Renaults. Main mission was described as RR stns but more bombs dropped on camps; also fired 700 rounds at convoys. Fire seen at Nesles, train in St.Quentin stn hit by bombs, explosion in convoy conveying munitions.",3500
29Mar18,Night,Escadre 11/GB1,,St. Quentin,,R,,FALSE,FALSE,330,,,,,,,,,,,,,,,,,,,,Passy en Vallois,75,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 15-31 March 1918,Esc. 11 now includes GB1 & 7,3501
29Mar18,Night,Escadre 11/GB1,,Nesles,,R,,FALSE,FALSE,440,,,,,,,,,,,,,,,,,,,,Passy en Vallois,70,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 15-31 March 1918,Esc. 11 now includes GB1 & 7,3502
29Mar18,Night,Escadre 11/GB1,,Guiscard,,R,,FALSE,FALSE,440,,,,,,,,,,,,,,,,,,,,Passy en Vallois,55,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 15-31 March 1918,Esc. 11 now includes GB1 & 7,3503
29Mar18,Night,Escadre 11/GB1,,Roye,,R,,FALSE,FALSE,1925,,,,,,,,,,,,,,,,,,,,Passy en Vallois,65,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 15-31 March 1918,Esc. 11 now includes GB1 & 7,3504
29Mar18,Night,Escadre 11/GB1,,Not specified,Barracks & convoys,T,,FALSE,FALSE,3993,,,,,,,,,,,,,,,,,,,,Passy en Vallois,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 15-31 March 1918,Esc. 11 now includes GB1 & 7,3505
31Mar18,Night,GB1,FALSE,Nesles; St. Mard les Triot; Avre valley,RR stn; RR jtn; camps,O,,Voisin bombers - AA has appeared in this sector and hit 2 - fired 200 rounds at camps,,4213,15,,4,,,,,11,0,0,1,,,No,Voisin10,,,,,Passy en Vallois,70,,,,,,,,,,,GB1 War Diary 0183,,3506
31Mar18,Night,Escadre 11,,Nesles,,,,"Esc. 11 includes GB1,7,8 - the 31 March & 12 April raids totaled 2005 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3507
31Mar18,Night,Escadre 11,,Ham,,,,"Esc. 11 includes GB1,7,8 - the 31 March, 1 April & 12 April raids totaled 3575 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3508
31Mar18,Night,Escadre 11,,Chaulnes-Roye-Noyon Region,Barracks & bivouacs,T,,"Esc. 11 includes GB1,7,8 - the 31 March, 1, 2 & 12 April raids totaled 9750 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3509
01Apr18,Night,GB1,FALSE,"Nesles, Guiscard, Roye, Chaulnes, Ham","RR stns, bivouacs, airfields",O,,Mission 2300-0230. 17 Voisin-Renaults T.O. but two were on a recce mission rather than bombing. 380 MG rounds fired. Escadre 11 record this night implies that 150kg were dropped on Guiscard as part of this raid.,,5687,15,,,,,,,15,0,0,0,,,,Voisin10,23:00,2:30,0:45,3.50,Passy en Vallois,70,,,,,,,,,,,GB1 War Diary 0184,,3510
01Apr18,Night,Escadre 11,,Guiscard,Barracks & bivouacs,T,,"Esc. 11 includes GB1,7,8 - target info from Martel, p.326",,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918 (Target info from Martel, p.326)",,3511
01Apr18,Night,Escadre 11,,Rosières,,,,"Esc. 11 includes GB1,7,8",,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3512
01Apr18,Night,Escadre 11,,Campien,Airfield,A,,"Esc. 11 includes GB1,7,8",,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3513
01Apr18,Night,Escadre 11,,Ham,,,,"Esc. 11 includes GB1,7,8 - the 31 March, 1 April & 12 April raids totaled 3575 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3514
01Apr18,Night,Escadre 11,,Roye,(Probably German troops),T,,"Esc. 11 includes GB1,7,8 - the 1 & 12 April raids totaled 3765 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3515
01Apr18,Night,Escadre 11,,Chaulnes,Rail Stn,R,,"Esc. 11 includes GB1,7,8 - the 1 & 12 April raids totaled 3765 kg - target being rail stn from Martel, p.326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918 (Target info from Martel, p.326)",,3516
01Apr18,Night,Escadre 11,,Chaulnes-Roye-Noyon Region,Barracks & bivouacs,R,,"Esc. 11 includes GB1,7,8 - the 31 March, 1, 2 & 12 April raids totaled 9750 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3517
02Apr18,Night,GB2,,Craonne (north of),Bivouacs,T,,22 sorties total against 4 GB2 targets this night,,880,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,60,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3518
02Apr18,Night,CAP115 (Escadre11/GB2),,"Laon, Saint-Quentin",Rail Stns,R,,TRUE,TRUE,3520,5,1,,,,,,4,0,0,0,7382,,No,Caproni,20:30,0:00,22:15,2.83,Villeneuve-lès-Vertus,120,,,,,32,,,,,,CAP115 Log Image 0107 & SHAA - G.A.N. Summary of Operations for 1-15 April 1918,"Caproni #110 WX-aborted due to clouds.  T.O. and R.T.B. times appear inconsistent with raid duration. For multiple planes, T.O. time is earliest time; RTB is latest time; duration is the longest single duration of those planes. Bomb wgts & #s have been estimated from earlier raids - these have been very consistent and should be very good estimates.",3519
02Apr18,Night,CAP115 (Escadre11/GB2),,Laon,Rail Stn,R,,FALSE,FALSE,1760,,,,,,,,2,0,0,0,7710,,No,Caproni,20:30,23:30,22:00,2.50,Villeneuve-lès-Vertus,80,,,,,16,,,,,,CAP115 Log Image 0107 & SHAA - G.A.N. Summary of Operations for 1-15 April 1918,"Capronis #105 & 112.  T.O. and R.T.B. times appear inconsistent with raid duration. For multiple planes, T.O. time is earliest time; RTB is latest time; duration is the longest single duration of those planes. Bomb wgts & #s have been estimated from earlier raids - these have been very consistent and should be very good estimates.",3520
02Apr18,Night,CAP115 (Escadre11/GB2),,Saint-Quentin,Rail Stn,R,,FALSE,FALSE,1760,,,,,,,,2,0,0,0,7054,,No,Caproni,21:00,0:00,22:30,2.83,Villeneuve-lès-Vertus,120,,,,,16,,,,,,CAP115 Log Image 0107 & SHAA - G.A.N. Summary of Operations for 1-15 April 1918,"Capronis #118 & 111 (first mission).  T.O. and R.T.B. times appear inconsistent with raid duration. For multiple planes, T.O. time is earliest time; RTB is latest time; duration is the longest single duration of those planes. Bomb wgts & #s have been estimated from earlier raids - these have been very consistent and should be very good estimates.",3521
02Apr18,Night,GB2,,Laon,Rail Stn,R,,CAP115 bomb weight was subtracted from the GB2 total in this record.  22 sorties total against 4 GB2 targets this night,,3190,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,80,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3522
02Apr18,Night,GB2,,Saint-Quentin,Rail Stn,R,,CAP115 bomb weight was subtracted from the GB2 total in this record.  22 sorties total against 4 GB2 targets this night,,1606,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,120,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3523
02Apr18,Night,GB2,,Asfeld-la-Ville,Rail Stn,R,,22 sorties total against 4 GB2 targets this night,,3850,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,60,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3524
02Apr18,Night,Escadre 11,,Chaulnes-Roye-Noyon Region,Barracks & bivouacs,T,,"Esc. 11 includes GB1,7,8 - the 31 March, 1, 2 & 12 April raids totaled 9750 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3525
03Apr18,19:14,,,Zweibrucken,,,0,"Work stopped in factories, businesses, & shops during alerts.",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.35,,,,0.35,NARA 990 Roll 58,,3526
05Apr18,Day,55,FALSE,Luxembourg,Railways & Station,R,,FALSE,TRUE,2464,11,0,0,0,11,0,0,11,1,0,0,13000,460,,DH4,,,,,Tantonville,155,,,,,,,,,,,G.K. Williams Summary,,3527
05Apr18,12:15,,,"Hollerich, Lux.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,15,,,,Hollerick,,NARA 990,,3528
05Apr18,13:23,,,Trier,,,0,"DURING ALERTS, RR TRAFFIC & FACTORY & FOUNDRY WORK STOPPED",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.15,,,Treves,0.15,NARA 990 Roll 58,,3529
05Apr18,Day,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,25398,,"Differdingen, Lux.",,NARA 990,,3530
06Apr18,Day,Groupement Fequant & GB3,,Champien; Nesle & Roye,Airfield; Convoys,O,,,,,,,,,,,,,,,,,,,Breguet14,,,,,,,,,,,,,,,,,Martel 324,,3531
06Apr18,Day,Escadre 12,,Nesle & Roye,Convoys,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martel 324,,3532
07Apr18,15:37,,,Trier,,,0,"DURING ALERTS, RR TRAFFIC & FACTORY & FOUNDRY WORK STOPPED. RECORD IS OUT OF SEQUENCE IN ORIGINAL AND MAY BE INCORRECT. 2 alerts: 1557-1610, 1620-1636.",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.483333333,,,Treves,0.483333333,NARA 990 Roll 58,,3533
08Apr18,Day,Fr.,,Guiscard,Convoys,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martel 324,,3534
10Apr18,Day,Escadre 12,,"Roye, Jussy, Ham; Champien",RR stns; Aerodrome & Troops,O,,,,7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kilduff, C&C V.15,#1, p.16",,3535
11Apr18,Day,55,FALSE,Luxembourg,Railways & Station,R,,FALSE,TRUE,2464,12,0,1,0,11,0,0,11,0,0,0,12000,461,,DH4,,,,,Tantonville,155,,,,,,,,,,,G.K. Williams Summary,,3536
11Apr18,Day,"GB5,6,9",,"Jussy, Mezieres-sur-Oise, St. Quentin",Rail targets,R,,"Martel p.325 says GB6 & 9 hit the St. Quentin rail station, starting a fire followed by explosions, and that GB5 hit the other 2 junctions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kilduff, C&C V.15,#1, p.18 & Martel 325",,3537
11Apr18,12:55,,,"Hollerich, Lux.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,13,,,,Hollerick,0.416666667,NARA 990,,3538
11Apr18,13:15,,,Trier,,,0,"DURING ALERTS, RR TRAFFIC & FACTORY & FOUNDRY WORK STOPPED",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.25,,,Treves,0.25,NARA 990 Roll 58,,3539
11Apr18,Day,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,16932,,"Differdingen, Lux.",,NARA 990,,3540
12Apr18,Day,55,FALSE,Metz - Sablon,Railway Sidings & Station,R,,FALSE,TRUE,2464,12,0,1,0,11,0,0,11,0,0,0,14000,462,,DH4,,,,,Tantonville,70,,,,,,,,,,,G.K. Williams Summary,,3541
12Apr18,Day,Escadre 12,,"Jussy, Roye, Rozieres-en-Santerre",RR stns,R,,"113 a/c in 6 flights - shot down 2 EA, had 2 crews wounded & 1 observer killed",,36714,113,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,"Kilduff, C&C V.15,#1, p.18 & Martel 325",,3542
12Apr18,Day,Groupement Fequant,,"St. Quentin, Noyon, Happlincourt",RR stns,R,,Set fire to munitions train and shot down 1 EA,,,,,,,,,,,,,,,,Yes,Breguet14,,,,,,,,,,,,,,,,,Martel 325,,3543
12Apr18,Night,100,FALSE,Juniville,Railway Sidings & Station,R,,FALSE,TRUE,1344,8,2,0,0,0,0,0,6,0,1,0,1000,463,,FE2,,,,,Villesneux,80,,,,,,,,,,,G.K. Williams Summary,,3544
12Apr18,Night,216,FALSE,"Amagne-Lucquy, Juniville","Jtn, Sidings, Station",R,,TRUE,TRUE,4032,3,0,0,0,0,0,0,3,0,0,0,4333,464,,HP,,,,,Villeseneux,80,,,,,,,,,,,G.K. Williams Summary,,3545
12Apr18,Night,216,FALSE,Amagne-Lucquy,Railway Junction,R,,FALSE,FALSE,2688,2,0,0,0,0,0,0,2,0,0,0,4000,465,,HP,,,,,Villeseneux,80,,,,,,,,,,,G.K. Williams Summary,,3546
12Apr18,Night,216,FALSE,Juniville,"Junction, Stn, Sidings",R,,FALSE,FALSE,1344,1,0,0,0,0,0,0,1,0,0,0,5000,466,,HP,,,,,Villeseneux,80,,,,,,,,,,,G.K. Williams Summary,,3547
12Apr18,Night,GB1,,"Roye, Nesles, Haplincourt; Chaulnes; Roye - Chaulnes",?; RR stn; Rail Line,R,,"Voisin bombers - 1 hit barrage balloons & crashed, exploding bombs.",,15763,36,,1,1,,,,34,0,4,2,,,No,Voisin10,,,,,Passy en Vallois,70,,,,,,,,,,,GB1 War Diary 0184-5,,3548
12Apr18,Night,Escadre 11,,Roye,(Probably German troops),T,,"Esc. 11 includes GB1,7,8 - the 1 & 12 April raids totaled 3765 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3549
12Apr18,Night,Escadre 11,,Nesles,"Rail Stn, barracks, bivouacs",O,,"Esc. 11 includes GB1,7,8 - the 31 March & 12 April raids totaled 2005 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918 (Target info from Martel, p.326)",,3550
12Apr18,Night,Escadre 11,,Chaulnes,Rail Stn,R,,"Esc. 11 includes GB1,7,8 - the 1 & 12 April raids totaled 3765 kg - target being rail stn from Martel, p.326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918 (Target info from Martel, p.326)",,3551
12Apr18,Night,Escadre 11,,Chaulnes-Roye-Noyon Region,Barracks & bivouacs,T,,"Esc. 11 includes GB1,7,8 - the 31 March, 1, 2 & 12 April raids totaled 9750 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3552
12Apr18,Night,CAP115 (Escadre11/GB2),,Hirson,Rail Stn,R,,"Capronis #112,118,104. #105 aborted with insufficient revs in left engine.  Bomb #s and wgts estimated based on previous numbers for these planes.  TO & RTB times appear to be inconsistent with duration because there are multiple planes.  T.O. is earliest takeoff time; RTB is latest Return to Base time; Duration is longest single mission.",,2424,4,,1,,,,,3,0,0,0,7655,,No,Caproni,20:35,22:55,21:45,2.75,Villeneuve-lès-Vertus,110,,,,,24,,,,,,CAP115 Log Images 0109-0110 & SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3553
12Apr18,Night,CAP115 (Escadre11/GB2),,Montcornet,Rail Stn,R,,Caponi #112 on 2nd mission of the night.  Bomb numbers and wgts estimated based on previous values for these planes.,,880,1,,,,,,,1,0,0,0,6562,,No,Caproni,1:00,2:50,1:55,1.83,Villeneuve-lès-Vertus,85,,,,,8,,,,,,CAP115 Log Images 0109-0110 & SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3554
12Apr18,Night,GB2,,"Hirson, Laon, Marles, Montcornet; Clermont-les-Fermes",RR stns; Aerodrome,O,,The 5 Voisins and 10 Capronis started a fire at Montcornet.,,,15,,,,,,,,,,,,,,Caproni & Voisin,,,,,Villeneuve-lès-Vertus,,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3555
12Apr18,Night,GB2,,Hirson,Rail Stn,R,,This GB2 record was adjusted by subtracting the CAP115 bomb weight from the original record.  16 sorties total against 5 GB2 targets this night,,5848,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,110,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3556
12Apr18,Night,GB2,,Laon,Rail Stn,R,,16 sorties total against 5 GB2 targets this night,,3300,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,80,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3557
12Apr18,Night,GB2,,Marle,Rail Stn,R,,16 sorties total against 5 GB2 targets this night,,1760,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,95,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3558
12Apr18,Night,GB2,,Montcornet,Rail Stn,R,,This GB2 record was adjusted by subtracting the CAP115 bomb weight from the original record.  16 sorties total against 5 GB2 targets this night,,990,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,85,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3559
12Apr18,Night,GB2,,Clermont-les-Fermes,Airfield,A,,16 sorties total against 5 GB2 targets this night,,440,,,,,,,,,,,,,,,,,,,,Villeneuve-lès-Vertus,80,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3560
12Apr18,Night,GB18 (It),,Montcornet,Rail Stn,R,,,,3326,,,,,,,,6,,,,,,,Caproni,,,,,Villeneuve-lès-Vertus,85,,,,,,,,,,,SHAA - G.A.N. Summary of Operations for 1-15 April 1918,,3561
12Apr18,Night,Escadre 11,,Villeselve,Airfield,A,,"Esc. 11 includes GB1,7,8",,4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3562
12Apr18,Night,Escadre 11,,Brouchy,Airfield,A,,"Esc. 11 includes GB1,7,8",,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3563
12Apr18,Night,Escadre 11,,Saint-Quentin,Rail Stn,R,,"Esc. 11 includes GB1,7,8",,9240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3564
12Apr18,Night,Escadre 11,,Ham,Rail Stn & probably other targets,R,,"Martel (p.326): started fire in rail station - Esc. 11 includes GB1,7,8 - the 31 March, 1 April & 12 April raids totaled 3575 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAA - G.A.R. Escadre 11 Summary of Operations for 1-15 April 1918,,3565
12Apr18,11:32,,,Kaiserslautern,,,0,"ALERT ONLY - 3 FACTORIES STOPPED WORK DURING ALERTS. ""OTHER COSTS"" ARE HOURLY LOSS OF PRODUCTION OF 1 FACTORY @ 3125 MARKS (24 HOURS) PLUS HOURLY LOSS OF 2 OTHER FACTORIES @ 3691 MARKS (0700-1800 ONLY).  ALERT LENGTH NOT KNOWN FOR MANY RECORDS",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,NARA 990,,3566
12Apr18,11:55,,,Metz (RR Stns),,,1,1 dud,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,19,0.25,,,Sablon or Montigny Stns,0.25,NARA 990 Roll 58,,3567
12Apr18,11:59,,,Hochst A.M.,,,0,NO BOMBS IN CITY LIMITS. FACTORY STOPPED DURING 40% OF ALERTS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,0.516666667,NARA 990,,3568
12Apr18,12:10,,,Dillingen Blst Fur.,,,0,ALERT ONLY.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416666667,,,Saarbrucken,0.416666667,NARA 990,,3569
13Apr18,Day,Groupement Fequant,,"Montdidier, Moreuil, Andechy, le Quesnel, Roye",Support of 1st Army,T,,,,,,,,,,,,,,,,,,,Breguet14,,,,,,,,,,,,,,,,,Martel 325,,3570
13Apr18,Night,XVIII Gruppo,,Montcornet,Rail stn,R,,This record may be for the same raid as the XVIII Gruppo raid on 12/13 April - only info is that 3rd Squadron Caproni crashed this date after returning from night raid on Montcornet stn,,,,,,,,,,,,,,,,,Caproni,,,,,Villeneuve-lès-Vertus,85,,,,,,,,,,,Gentilli & Varriale 93,,3571
15Apr18,,,,Uckange,,,1,"Date is really ""some time in April"".  Small amount of damage to rail stn roof.",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,395,,3572
18Apr18,Night,GB8,,???-Guiscard-Noyon Region,Barracks & bivouacs,T,,,,3520,,,,,,,,9,,,,,,,Voisin8/10,,,,,,,,,,,46,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3573
18Apr18,Night,GB8,,Campien,Airfield,A,,,,3960,,,,,,,,11,,,,,,,Voisin8/10,,,,,,,,,,,72,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3574
19Apr18,Day,Groupement Fequant,,Various locations,RR stns,R,,Martel describes vaguely describes this as a repeat of the 12 & 13 April missions,,,,,,,,,,,,,,,,,Breguet14,,,,,,,,,,,,,,,,,Martel 325,,3575
19Apr18,Day,GB3,,Beaucourt,,,,,,337,,,,,,,,1,,,,,,,Breguet14,,,,,Maisonneuve,110,,,,,12,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3576
19Apr18,Day,GB3,,le Plessier Rozainvillers,,,,,,339,,,,,,,,1,,,,,,,Breguet14,,,,,Maisonneuve,105,,,,,12,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3577
19Apr18,Day,GB3,,Moreuil (North of),,,,,,341,,,,,,,,1,,,,,,,Breguet14,,,,,Maisonneuve,110,,,,,12,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3578
19Apr18,Day,GB3,,Roye (South of),,,,,,341,,,,,,,,1,,,,,,,Breguet14,,,,,Maisonneuve,95,,,,,12,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3579
19Apr18,Day,GB3,,Mezieres,,,,,,653,,,,,,,,2,,,,,,,Breguet14,,,,,Maisonneuve,,,,,,24,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3580
19Apr18,Day,GB3,,le Quesnel,,,,,,2244,,,,,,,,7,,,,,,,Breguet14,,,,,Maisonneuve,105,,,,,89,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3581
19Apr18,Night,100,FALSE,Juniville,"Junction, Station",R,,FALSE,TRUE,1568,10,2,2,0,0,0,0,6,0,0,0,800,467,,FE2,,,,,Villesneux,80,,,,,,,,,,,G.K. Williams Summary,,3582
19Apr18,Night,216,FALSE,Juniville & Bethenville,"Junction, Stn, Sidings",R,,TRUE,TRUE,4704,4,1,0,0,1,0,0,3,0,0,0,4733,468,,HP,,,,,Villeseneux,80,,,,,,,,,,,G.K. Williams Summary,,3583
19Apr18,Night,216,FALSE,Juniville,Station & Sidings,R,,FALSE,FALSE,3136,4,1,0,0,1,0,0,2,0,0,0,4700,469,,HP,,,,,Villeseneux,80,,,,,,,,,,,G.K. Williams Summary,,3584
19Apr18,Night,216,FALSE,Bethenville,Junction & Sidings,R,,FALSE,FALSE,1568,4,1,0,0,1,0,0,1,0,0,0,4800,470,,HP,,,,,Villeseneux,50,,,,,,,,,,,G.K. Williams Summary,,3585
19Apr18,Night,GB1,,"Caix, le Quesnel, Hangest-en-Santerre, Roye, Candor; Bouchoir; Chaulnes, St-Quentin, Jussy",Camps; Airfield; RR stns,T,,TRUE,TRUE,10010,24,1,1,,,,,22,0,0,0,,,No,Voisin10,23:45,,,,Passy en Vallois,,,,,,,,,,,,GB1 War Diary 0185,T.O.2345.,3586
19Apr18,Night,GB1,,Caix,Barracks,T,,FALSE,FALSE,1540,,,,,,,,3,,,,,,,Voisin10,,,,,Passy en Vallois,80,,,,,23,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3587
19Apr18,Night,GB1,,le Quesnel,Barracks,T,,FALSE,FALSE,2948,,,,,,,,8,,,,,,,Voisin10,,,,,Passy en Vallois,80,,,,,51,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,Bomb wgt estimated by subtracting all other wgts from total.,3588
19Apr18,Night,GB1,,Hangest-en-Santerre,Barracks,T,,FALSE,FALSE,825,,,,,,,,2,,,,,,,Voisin10,,,,,Passy en Vallois,80,,,,,11,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3589
19Apr18,Night,GB1,,Roye,Barracks,T,,FALSE,FALSE,605,,,,,,,,1,,,,,,,Voisin10,,,,,Passy en Vallois,65,,,,,8,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3590
19Apr18,Night,GB1,,Candor,Cantonments,T,,FALSE,FALSE,770,,,,,,,,2,,,,,,,Voisin10,,,,,Passy en Vallois,55,,,,,13,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3591
19Apr18,Night,GB1,,Bouchoire,Airfield,A,,FALSE,FALSE,330,,,,,,,,1,,,,,,,Voisin10,,,,,Passy en Vallois,75,,,,,6,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3592
19Apr18,Night,GB1,,Chaulnes,Rail Stn,R,,FALSE,FALSE,330,,,,,,,,1,,,,,,,Voisin10,,,,,Passy en Vallois,80,,,,,6,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3593
19Apr18,Night,GB1,,St. Quentin,Rail Stn,R,,FALSE,FALSE,1650,,,,,,,,5,,,,,,,Voisin10,,,,,Passy en Vallois,75,,,,,29,,,,,,SHAA - G.A.R. Summary of Operations for 16-30 April 1918,,3594
